Record number,status,Jump,Cycle,Steps,Current(A),Capacity(Ah),Voltage(V),Relative Time(h:min:s.ms),Real Time(h:min:s.ms)
13652,CCCV Chg,49,8,40,0.00075086,0.00101366,0.1791,1:21:00.000,2021-07-27 08:29:18
13653,CCCV Chg,49,8,40,0.00075086,0.00101992,0.1801,1:21:30.000,2021-07-27 08:29:48
13654,CCCV Chg,49,8,40,0.00075086,0.00102618,0.1810,1:22:00.000,2021-07-27 08:30:18
13655,CCCV Chg,49,8,40,0.00075086,0.00103243,0.1819,1:22:30.000,2021-07-27 08:30:48
13656,CCCV Chg,49,8,40,0.00075086,0.00103869,0.1829,1:23:00.000,2021-07-27 08:31:18
13657,CCCV Chg,49,8,40,0.00075086,0.00104495,0.1841,1:23:30.000,2021-07-27 08:31:48
13658,CCCV Chg,49,8,40,0.00075086,0.00105120,0.1853,1:24:00.000,2021-07-27 08:32:18
13659,CCCV Chg,49,8,40,0.00075086,0.00105746,0.1866,1:24:30.000,2021-07-27 08:32:48
13660,CCCV Chg,49,8,40,0.00075086,0.00106372,0.1881,1:25:00.000,2021-07-27 08:33:18
13661,CCCV Chg,49,8,40,0.00075086,0.00106998,0.1891,1:25:30.000,2021-07-27 08:33:48
13662,CCCV Chg,49,8,40,0.00075086,0.00107623,0.1903,1:26:00.000,2021-07-27 08:34:18
13663,CCCV Chg,49,8,40,0.00075086,0.00108249,0.1919,1:26:30.000,2021-07-27 08:34:48
13664,CCCV Chg,49,8,40,0.00075086,0.00108875,0.1934,1:27:00.000,2021-07-27 08:35:18
13665,CCCV Chg,49,8,40,0.00075086,0.00109500,0.1953,1:27:30.000,2021-07-27 08:35:48
13666,CCCV Chg,49,8,40,0.00075086,0.00110126,0.1968,1:28:00.000,2021-07-27 08:36:18
13667,CCCV Chg,49,8,40,0.00075086,0.00110752,0.1987,1:28:30.000,2021-07-27 08:36:48
13668,CCCV Chg,49,8,40,0.00075086,0.00111378,0.2005,1:29:00.000,2021-07-27 08:37:18
13669,CCCV Chg,49,8,40,0.00075086,0.00112003,0.2027,1:29:30.000,2021-07-27 08:37:48
13670,CCCV Chg,49,8,40,0.00075086,0.00112629,0.2046,1:30:00.000,2021-07-27 08:38:18
13671,CCCV Chg,49,8,40,0.00075086,0.00113255,0.2067,1:30:30.000,2021-07-27 08:38:48
13672,CCCV Chg,49,8,40,0.00075086,0.00113880,0.2089,1:31:00.000,2021-07-27 08:39:18
13673,CCCV Chg,49,8,40,0.00075086,0.00114506,0.2114,1:31:30.000,2021-07-27 08:39:48
13674,CCCV Chg,49,8,40,0.00075086,0.00115132,0.2132,1:32:00.000,2021-07-27 08:40:18
13675,CCCV Chg,49,8,40,0.00075086,0.00115758,0.2154,1:32:30.000,2021-07-27 08:40:48
13676,CCCV Chg,49,8,40,0.00075086,0.00116383,0.2182,1:33:00.000,2021-07-27 08:41:18
13677,CCCV Chg,49,8,40,0.00075086,0.00117009,0.2207,1:33:30.000,2021-07-27 08:41:48
13678,CCCV Chg,49,8,40,0.00075086,0.00117635,0.2235,1:34:00.000,2021-07-27 08:42:18
13679,CCCV Chg,49,8,40,0.00075086,0.00118260,0.2269,1:34:30.000,2021-07-27 08:42:48
13680,CCCV Chg,49,8,40,0.00075086,0.00118886,0.2300,1:35:00.000,2021-07-27 08:43:18
13681,CCCV Chg,49,8,40,0.00075086,0.00119512,0.2331,1:35:30.000,2021-07-27 08:43:48
13682,CCCV Chg,49,8,40,0.00075086,0.00120138,0.2349,1:36:00.000,2021-07-27 08:44:18
13683,CCCV Chg,49,8,40,0.00075086,0.00120763,0.2365,1:36:30.000,2021-07-27 08:44:48
13684,CCCV Chg,49,8,40,0.00075086,0.00121389,0.2371,1:37:00.000,2021-07-27 08:45:18
13685,CCCV Chg,49,8,40,0.00075086,0.00122015,0.2377,1:37:30.000,2021-07-27 08:45:48
13686,CCCV Chg,49,8,40,0.00075086,0.00122640,0.2387,1:38:00.000,2021-07-27 08:46:18
13687,CCCV Chg,49,8,40,0.00075086,0.00123266,0.2393,1:38:30.000,2021-07-27 08:46:48
13688,CCCV Chg,49,8,40,0.00075086,0.00123892,0.2402,1:39:00.000,2021-07-27 08:47:18
13689,CCCV Chg,49,8,40,0.00075086,0.00124518,0.2415,1:39:30.000,2021-07-27 08:47:48
13690,CCCV Chg,49,8,40,0.00075086,0.00125143,0.2427,1:40:00.000,2021-07-27 08:48:18
13691,CCCV Chg,49,8,40,0.00075086,0.00125769,0.2442,1:40:30.000,2021-07-27 08:48:48
13692,CCCV Chg,49,8,40,0.00075086,0.00126395,0.2461,1:41:00.000,2021-07-27 08:49:18
13693,CCCV Chg,49,8,40,0.00075086,0.00127020,0.2489,1:41:30.000,2021-07-27 08:49:48
13694,CCCV Chg,49,8,40,0.00075086,0.00127646,0.2526,1:42:00.000,2021-07-27 08:50:18
13695,CCCV Chg,49,8,40,0.00075086,0.00128272,0.2579,1:42:30.000,2021-07-27 08:50:48
13696,CCCV Chg,49,8,40,0.00075086,0.00128898,0.2663,1:43:00.000,2021-07-27 08:51:18
13697,CCCV Chg,49,8,40,0.00075086,0.00129523,0.2790,1:43:30.000,2021-07-27 08:51:48
13698,CCCV Chg,49,8,40,0.00075093,0.00130149,0.2957,1:44:00.000,2021-07-27 08:52:18
13699,CCCV Chg,49,8,40,0.00075086,0.00130775,0.3152,1:44:30.000,2021-07-27 08:52:48
13700,CCCV Chg,49,8,40,0.00075086,0.00131401,0.3379,1:45:00.000,2021-07-27 08:53:18
13701,CCCV Chg,49,8,40,0.00075086,0.00132026,0.3627,1:45:30.000,2021-07-27 08:53:48
13702,CCCV Chg,49,8,40,0.00075093,0.00132652,0.3912,1:46:00.000,2021-07-27 08:54:18
13703,CCCV Chg,49,8,40,0.00075086,0.00133278,0.4231,1:46:30.000,2021-07-27 08:54:48
13704,CCCV Chg,49,8,40,0.00075086,0.00133904,0.4597,1:47:00.000,2021-07-27 08:55:18
13705,CCCV Chg,49,8,40,0.00075086,0.00134529,0.5034,1:47:30.000,2021-07-27 08:55:48
13706,CCCV Chg,49,8,40,0.00075093,0.00135155,0.5564,1:48:00.000,2021-07-27 08:56:18
13707,CCCV Chg,49,8,40,0.00075086,0.00135781,0.6231,1:48:30.000,2021-07-27 08:56:48
13708,CCCV Chg,49,8,40,0.00075086,0.00136407,0.7161,1:49:00.000,2021-07-27 08:57:18
13709,CCCV Chg,49,8,40,0.00075086,0.00137032,0.8916,1:49:30.000,2021-07-27 08:57:48
13710,CCCV Chg,49,8,40,0.00070492,0.00137657,1.3011,1:50:00.000,2021-07-27 08:58:18
13711,CCCV Chg,49,8,40,0.00011111,0.00137870,1.3011,1:50:30.000,2021-07-27 08:58:48
13712,CCCV Chg,49,8,40,0.00007490,0.00137924,1.3011,1:50:51.500,2021-07-27 08:59:10
13713,Rest,51,9,41,0.00000000,0.00000000,1.2986,0:00:00.000,2021-07-27 08:59:10
13714,Rest,51,9,41,0.00000000,0.00000000,1.2121,0:00:30.000,2021-07-27 08:59:40
13715,Rest,51,9,41,0.00000000,0.00000000,1.1808,0:01:00.000,2021-07-27 09:00:10
13716,Rest,51,9,41,0.00000000,0.00000000,1.1597,0:01:30.000,2021-07-27 09:00:40
13717,CCCV DChg,52,9,42,-0.00075074,0.00000000,1.1399,0:00:00.000,2021-07-27 09:00:40
13718,CCCV DChg,52,9,42,-0.00075086,0.00000626,0.7784,0:00:30.000,2021-07-27 09:01:10
13719,CCCV DChg,52,9,42,-0.00075086,0.00001251,0.6401,0:01:00.000,2021-07-27 09:01:40
13720,CCCV DChg,52,9,42,-0.00075086,0.00001877,0.5592,0:01:30.000,2021-07-27 09:02:10
13721,CCCV DChg,52,9,42,-0.00075086,0.00002503,0.4982,0:02:00.000,2021-07-27 09:02:40
13722,CCCV DChg,52,9,42,-0.00075080,0.00003129,0.4495,0:02:30.000,2021-07-27 09:03:10
13723,CCCV DChg,52,9,42,-0.00075080,0.00003754,0.4089,0:03:00.000,2021-07-27 09:03:40
13724,CCCV DChg,52,9,42,-0.00075086,0.00004380,0.3735,0:03:30.000,2021-07-27 09:04:10
13725,CCCV DChg,52,9,42,-0.00075086,0.00005006,0.3438,0:04:00.000,2021-07-27 09:04:40
13726,CCCV DChg,52,9,42,-0.00075080,0.00005631,0.3162,0:04:30.000,2021-07-27 09:05:10
13727,CCCV DChg,52,9,42,-0.00075086,0.00006257,0.2920,0:05:00.000,2021-07-27 09:05:40
13728,CCCV DChg,52,9,42,-0.00075086,0.00006883,0.2700,0:05:30.000,2021-07-27 09:06:10
13729,CCCV DChg,52,9,42,-0.00075086,0.00007508,0.2508,0:06:00.000,2021-07-27 09:06:40
13730,CCCV DChg,52,9,42,-0.00075086,0.00008134,0.2328,0:06:30.000,2021-07-27 09:07:10
13731,CCCV DChg,52,9,42,-0.00075086,0.00008760,0.2167,0:07:00.000,2021-07-27 09:07:40
13732,CCCV DChg,52,9,42,-0.00075080,0.00009386,0.2033,0:07:30.000,2021-07-27 09:08:10
13733,CCCV DChg,52,9,42,-0.00075080,0.00010011,0.1940,0:08:00.000,2021-07-27 09:08:40
13734,CCCV DChg,52,9,42,-0.00075086,0.00010637,0.1903,0:08:30.000,2021-07-27 09:09:10
13735,CCCV DChg,52,9,42,-0.00075080,0.00011263,0.1891,0:09:00.000,2021-07-27 09:09:40
13736,CCCV DChg,52,9,42,-0.00075080,0.00011888,0.1875,0:09:30.000,2021-07-27 09:10:10
13737,CCCV DChg,52,9,42,-0.00075086,0.00012514,0.1863,0:10:00.000,2021-07-27 09:10:40
13738,CCCV DChg,52,9,42,-0.00075080,0.00013140,0.1850,0:10:30.000,2021-07-27 09:11:10
13739,CCCV DChg,52,9,42,-0.00075080,0.00013765,0.1841,0:11:00.000,2021-07-27 09:11:40
13740,CCCV DChg,52,9,42,-0.00075080,0.00014391,0.1829,0:11:30.000,2021-07-27 09:12:10
13741,CCCV DChg,52,9,42,-0.00075080,0.00015017,0.1819,0:12:00.000,2021-07-27 09:12:40
13742,CCCV DChg,52,9,42,-0.00075080,0.00015642,0.1804,0:12:30.000,2021-07-27 09:13:10
13743,CCCV DChg,52,9,42,-0.00075080,0.00016268,0.1788,0:13:00.000,2021-07-27 09:13:40
13744,CCCV DChg,52,9,42,-0.00075080,0.00016894,0.1767,0:13:30.000,2021-07-27 09:14:10
13745,CCCV DChg,52,9,42,-0.00075080,0.00017519,0.1745,0:14:00.000,2021-07-27 09:14:40
13746,CCCV DChg,52,9,42,-0.00075080,0.00018145,0.1720,0:14:30.000,2021-07-27 09:15:10
13747,CCCV DChg,52,9,42,-0.00075080,0.00018771,0.1695,0:15:00.000,2021-07-27 09:15:40
13748,CCCV DChg,52,9,42,-0.00075080,0.00019396,0.1667,0:15:30.000,2021-07-27 09:16:10
13749,CCCV DChg,52,9,42,-0.00075080,0.00020022,0.1636,0:16:00.000,2021-07-27 09:16:40
13750,CCCV DChg,52,9,42,-0.00075080,0.00020648,0.1602,0:16:30.000,2021-07-27 09:17:10
13751,CCCV DChg,52,9,42,-0.00075080,0.00021273,0.1574,0:17:00.000,2021-07-27 09:17:40
13752,CCCV DChg,52,9,42,-0.00075080,0.00021899,0.1537,0:17:30.000,2021-07-27 09:18:10
13753,CCCV DChg,52,9,42,-0.00075080,0.00022525,0.1506,0:18:00.000,2021-07-27 09:18:40
13754,CCCV DChg,52,9,42,-0.00075080,0.00023150,0.1475,0:18:30.000,2021-07-27 09:19:10
13755,CCCV DChg,52,9,42,-0.00075080,0.00023776,0.1444,0:19:00.000,2021-07-27 09:19:40
13756,CCCV DChg,52,9,42,-0.00075080,0.00024402,0.1410,0:19:30.000,2021-07-27 09:20:10
13757,CCCV DChg,52,9,42,-0.00075080,0.00025027,0.1382,0:20:00.000,2021-07-27 09:20:40
13758,CCCV DChg,52,9,42,-0.00075080,0.00025653,0.1354,0:20:30.000,2021-07-27 09:21:10
13759,CCCV DChg,52,9,42,-0.00075080,0.00026279,0.1329,0:21:00.000,2021-07-27 09:21:40
13760,CCCV DChg,52,9,42,-0.00075080,0.00026904,0.1305,0:21:30.000,2021-07-27 09:22:10
13761,CCCV DChg,52,9,42,-0.00075080,0.00027530,0.1280,0:22:00.000,2021-07-27 09:22:40
13762,CCCV DChg,52,9,42,-0.00075080,0.00028156,0.1261,0:22:30.000,2021-07-27 09:23:10
13763,CCCV DChg,52,9,42,-0.00075080,0.00028781,0.1240,0:23:00.000,2021-07-27 09:23:40
13764,CCCV DChg,52,9,42,-0.00075086,0.00029407,0.1215,0:23:30.000,2021-07-27 09:24:10
13765,CCCV DChg,52,9,42,-0.00075080,0.00030033,0.1193,0:24:00.000,2021-07-27 09:24:40
13766,CCCV DChg,52,9,42,-0.00075080,0.00030659,0.1168,0:24:30.000,2021-07-27 09:25:10
13767,CCCV DChg,52,9,42,-0.00075080,0.00031284,0.1143,0:25:00.000,2021-07-27 09:25:40
13768,CCCV DChg,52,9,42,-0.00075080,0.00031910,0.1125,0:25:30.000,2021-07-27 09:26:10
13769,CCCV DChg,52,9,42,-0.00075080,0.00032536,0.1103,0:26:00.000,2021-07-27 09:26:40
13770,CCCV DChg,52,9,42,-0.00075080,0.00033161,0.1088,0:26:30.000,2021-07-27 09:27:10
13771,CCCV DChg,52,9,42,-0.00075080,0.00033787,0.1078,0:27:00.000,2021-07-27 09:27:40
13772,CCCV DChg,52,9,42,-0.00075080,0.00034413,0.1066,0:27:30.000,2021-07-27 09:28:10
13773,CCCV DChg,52,9,42,-0.00075080,0.00035038,0.1054,0:28:00.000,2021-07-27 09:28:40
13774,CCCV DChg,52,9,42,-0.00075080,0.00035664,0.1044,0:28:30.000,2021-07-27 09:29:10
13775,CCCV DChg,52,9,42,-0.00075080,0.00036290,0.1032,0:29:00.000,2021-07-27 09:29:40
13776,CCCV DChg,52,9,42,-0.00075086,0.00036915,0.1029,0:29:30.000,2021-07-27 09:30:10
13777,CCCV DChg,52,9,42,-0.00075080,0.00037541,0.1019,0:30:00.000,2021-07-27 09:30:40
13778,CCCV DChg,52,9,42,-0.00075080,0.00038167,0.1010,0:30:30.000,2021-07-27 09:31:10
13779,CCCV DChg,52,9,42,-0.00075080,0.00038792,0.1007,0:31:00.000,2021-07-27 09:31:40
13780,CCCV DChg,52,9,42,-0.00075080,0.00039418,0.1001,0:31:30.000,2021-07-27 09:32:10
13781,CCCV DChg,52,9,42,-0.00075080,0.00040044,0.0992,0:32:00.000,2021-07-27 09:32:40
13782,CCCV DChg,52,9,42,-0.00075080,0.00040669,0.0992,0:32:30.000,2021-07-27 09:33:10
13783,CCCV DChg,52,9,42,-0.00075080,0.00041295,0.0992,0:33:00.000,2021-07-27 09:33:40
13784,CCCV DChg,52,9,42,-0.00075080,0.00041921,0.0988,0:33:30.000,2021-07-27 09:34:10
13785,CCCV DChg,52,9,42,-0.00075086,0.00042546,0.0988,0:34:00.000,2021-07-27 09:34:40
13786,CCCV DChg,52,9,42,-0.00075080,0.00043172,0.0988,0:34:30.000,2021-07-27 09:35:10
13787,CCCV DChg,52,9,42,-0.00075080,0.00043798,0.0985,0:35:00.000,2021-07-27 09:35:40
13788,CCCV DChg,52,9,42,-0.00075080,0.00044423,0.0982,0:35:30.000,2021-07-27 09:36:10
13789,CCCV DChg,52,9,42,-0.00075080,0.00045049,0.0982,0:36:00.000,2021-07-27 09:36:40
13790,CCCV DChg,52,9,42,-0.00075080,0.00045675,0.0982,0:36:30.000,2021-07-27 09:37:10
13791,CCCV DChg,52,9,42,-0.00075086,0.00046300,0.0979,0:37:00.000,2021-07-27 09:37:40
13792,CCCV DChg,52,9,42,-0.00075080,0.00046926,0.0976,0:37:30.000,2021-07-27 09:38:10
13793,CCCV DChg,52,9,42,-0.00075080,0.00047552,0.0976,0:38:00.000,2021-07-27 09:38:40
13794,CCCV DChg,52,9,42,-0.00075080,0.00048177,0.0973,0:38:30.000,2021-07-27 09:39:10
13795,CCCV DChg,52,9,42,-0.00075080,0.00048803,0.0973,0:39:00.000,2021-07-27 09:39:40
13796,CCCV DChg,52,9,42,-0.00075086,0.00049429,0.0970,0:39:30.000,2021-07-27 09:40:10
13797,CCCV DChg,52,9,42,-0.00075080,0.00050054,0.0973,0:40:00.000,2021-07-27 09:40:40
13798,CCCV DChg,52,9,42,-0.00075080,0.00050680,0.0967,0:40:30.000,2021-07-27 09:41:10
13799,CCCV DChg,52,9,42,-0.00075086,0.00051306,0.0964,0:41:00.000,2021-07-27 09:41:40
13800,CCCV DChg,52,9,42,-0.00075080,0.00051932,0.0961,0:41:30.000,2021-07-27 09:42:10
13801,CCCV DChg,52,9,42,-0.00075080,0.00052557,0.0961,0:42:00.000,2021-07-27 09:42:40
13802,CCCV DChg,52,9,42,-0.00075086,0.00053183,0.0954,0:42:30.000,2021-07-27 09:43:10
13803,CCCV DChg,52,9,42,-0.00075080,0.00053809,0.0957,0:43:00.000,2021-07-27 09:43:40
13804,CCCV DChg,52,9,42,-0.00075080,0.00054434,0.0954,0:43:30.000,2021-07-27 09:44:10
13805,CCCV DChg,52,9,42,-0.00075080,0.00055060,0.0951,0:44:00.000,2021-07-27 09:44:40
13806,CCCV DChg,52,9,42,-0.00075086,0.00055686,0.0948,0:44:30.000,2021-07-27 09:45:10
13807,CCCV DChg,52,9,42,-0.00075086,0.00056311,0.0945,0:45:00.000,2021-07-27 09:45:40
13808,CCCV DChg,52,9,42,-0.00075080,0.00056937,0.0945,0:45:30.000,2021-07-27 09:46:10
13809,CCCV DChg,52,9,42,-0.00075086,0.00057563,0.0939,0:46:00.000,2021-07-27 09:46:40
13810,CCCV DChg,52,9,42,-0.00075086,0.00058188,0.0933,0:46:30.000,2021-07-27 09:47:10
13811,CCCV DChg,52,9,42,-0.00075086,0.00058814,0.0933,0:47:00.000,2021-07-27 09:47:40
13812,CCCV DChg,52,9,42,-0.00075086,0.00059440,0.0930,0:47:30.000,2021-07-27 09:48:10
13813,CCCV DChg,52,9,42,-0.00075080,0.00060066,0.0926,0:48:00.000,2021-07-27 09:48:40
13814,CCCV DChg,52,9,42,-0.00075086,0.00060691,0.0920,0:48:30.000,2021-07-27 09:49:10
13815,CCCV DChg,52,9,42,-0.00075086,0.00061317,0.0917,0:49:00.000,2021-07-27 09:49:40
13816,CCCV DChg,52,9,42,-0.00075086,0.00061943,0.0908,0:49:30.000,2021-07-27 09:50:10
13817,CCCV DChg,52,9,42,-0.00075086,0.00062568,0.0905,0:50:00.000,2021-07-27 09:50:40
13818,CCCV DChg,52,9,42,-0.00075080,0.00063194,0.0902,0:50:30.000,2021-07-27 09:51:10
13819,CCCV DChg,52,9,42,-0.00075086,0.00063820,0.0895,0:51:00.000,2021-07-27 09:51:40
13820,CCCV DChg,52,9,42,-0.00075086,0.00064445,0.0892,0:51:30.000,2021-07-27 09:52:10
13821,CCCV DChg,52,9,42,-0.00075086,0.00065071,0.0883,0:52:00.000,2021-07-27 09:52:40
13822,CCCV DChg,52,9,42,-0.00075086,0.00065697,0.0883,0:52:30.000,2021-07-27 09:53:10
13823,CCCV DChg,52,9,42,-0.00075086,0.00066322,0.0874,0:53:00.000,2021-07-27 09:53:40
13824,CCCV DChg,52,9,42,-0.00075086,0.00066948,0.0871,0:53:30.000,2021-07-27 09:54:10
13825,CCCV DChg,52,9,42,-0.00075086,0.00067574,0.0864,0:54:00.000,2021-07-27 09:54:40
13826,CCCV DChg,52,9,42,-0.00075086,0.00068200,0.0858,0:54:30.000,2021-07-27 09:55:10
13827,CCCV DChg,52,9,42,-0.00075086,0.00068825,0.0846,0:55:00.000,2021-07-27 09:55:40
13828,CCCV DChg,52,9,42,-0.00075080,0.00069451,0.0833,0:55:30.000,2021-07-27 09:56:10
13829,CCCV DChg,52,9,42,-0.00075086,0.00070077,0.0827,0:56:00.000,2021-07-27 09:56:40
13830,CCCV DChg,52,9,42,-0.00075086,0.00070702,0.0818,0:56:30.000,2021-07-27 09:57:10
13831,CCCV DChg,52,9,42,-0.00075080,0.00071328,0.0809,0:57:00.000,2021-07-27 09:57:40
13832,CCCV DChg,52,9,42,-0.00075080,0.00071954,0.0796,0:57:30.000,2021-07-27 09:58:10
13833,CCCV DChg,52,9,42,-0.00075086,0.00072579,0.0781,0:58:00.000,2021-07-27 09:58:40
13834,CCCV DChg,52,9,42,-0.00075086,0.00073205,0.0765,0:58:30.000,2021-07-27 09:59:10
13835,CCCV DChg,52,9,42,-0.00075086,0.00073831,0.0750,0:59:00.000,2021-07-27 09:59:40
13836,CCCV DChg,52,9,42,-0.00075086,0.00074457,0.0731,0:59:30.000,2021-07-27 10:00:10
13837,CCCV DChg,52,9,42,-0.00075080,0.00075082,0.0722,1:00:00.000,2021-07-27 10:00:40
13838,CCCV DChg,52,9,42,-0.00075080,0.00075708,0.0703,1:00:30.000,2021-07-27 10:01:10
13839,CCCV DChg,52,9,42,-0.00075086,0.00076334,0.0688,1:01:00.000,2021-07-27 10:01:40
13840,CCCV DChg,52,9,42,-0.00075080,0.00076959,0.0666,1:01:30.000,2021-07-27 10:02:10
13841,CCCV DChg,52,9,42,-0.00075086,0.00077585,0.0660,1:02:00.000,2021-07-27 10:02:40
13842,CCCV DChg,52,9,42,-0.00075080,0.00078211,0.0651,1:02:30.000,2021-07-27 10:03:10
13843,CCCV DChg,52,9,42,-0.00075080,0.00078836,0.0641,1:03:00.000,2021-07-27 10:03:40
13844,CCCV DChg,52,9,42,-0.00075080,0.00079462,0.0638,1:03:30.000,2021-07-27 10:04:10
13845,CCCV DChg,52,9,42,-0.00075080,0.00080088,0.0632,1:04:00.000,2021-07-27 10:04:40
13846,CCCV DChg,52,9,42,-0.00075080,0.00080713,0.0626,1:04:30.000,2021-07-27 10:05:10
13847,CCCV DChg,52,9,42,-0.00075080,0.00081339,0.0623,1:05:00.000,2021-07-27 10:05:40
13848,CCCV DChg,52,9,42,-0.00075080,0.00081965,0.0620,1:05:30.000,2021-07-27 10:06:10
13849,CCCV DChg,52,9,42,-0.00075080,0.00082590,0.0616,1:06:00.000,2021-07-27 10:06:40
13850,CCCV DChg,52,9,42,-0.00075080,0.00083216,0.0616,1:06:30.000,2021-07-27 10:07:10
13851,CCCV DChg,52,9,42,-0.00075086,0.00083842,0.0616,1:07:00.000,2021-07-27 10:07:40
13852,CCCV DChg,52,9,42,-0.00075080,0.00084467,0.0616,1:07:30.000,2021-07-27 10:08:10
13853,CCCV DChg,52,9,42,-0.00075086,0.00085093,0.0613,1:08:00.000,2021-07-27 10:08:40
13854,CCCV DChg,52,9,42,-0.00075080,0.00085719,0.0613,1:08:30.000,2021-07-27 10:09:10
13855,CCCV DChg,52,9,42,-0.00075086,0.00086345,0.0607,1:09:00.000,2021-07-27 10:09:40
13856,CCCV DChg,52,9,42,-0.00075080,0.00086970,0.0604,1:09:30.000,2021-07-27 10:10:10
13857,CCCV DChg,52,9,42,-0.00075080,0.00087596,0.0598,1:10:00.000,2021-07-27 10:10:40
13858,CCCV DChg,52,9,42,-0.00075086,0.00088222,0.0604,1:10:30.000,2021-07-27 10:11:10
13859,CCCV DChg,52,9,42,-0.00075086,0.00088847,0.0604,1:11:00.000,2021-07-27 10:11:40
13860,CCCV DChg,52,9,42,-0.00075086,0.00089473,0.0598,1:11:30.000,2021-07-27 10:12:10
13861,CCCV DChg,52,9,42,-0.00075080,0.00090099,0.0592,1:12:00.000,2021-07-27 10:12:40
13862,CCCV DChg,52,9,42,-0.00075080,0.00090724,0.0592,1:12:30.000,2021-07-27 10:13:10
13863,CCCV DChg,52,9,42,-0.00075086,0.00091350,0.0592,1:13:00.000,2021-07-27 10:13:40
13864,CCCV DChg,52,9,42,-0.00075080,0.00091976,0.0589,1:13:30.000,2021-07-27 10:14:10
13865,CCCV DChg,52,9,42,-0.00075080,0.00092601,0.0585,1:14:00.000,2021-07-27 10:14:40
13866,CCCV DChg,52,9,42,-0.00075086,0.00093227,0.0585,1:14:30.000,2021-07-27 10:15:10
13867,CCCV DChg,52,9,42,-0.00075080,0.00093853,0.0585,1:15:00.000,2021-07-27 10:15:40
13868,CCCV DChg,52,9,42,-0.00075080,0.00094478,0.0579,1:15:30.000,2021-07-27 10:16:10
13869,CCCV DChg,52,9,42,-0.00075080,0.00095104,0.0579,1:16:00.000,2021-07-27 10:16:40
13870,CCCV DChg,52,9,42,-0.00075074,0.00095730,0.0579,1:16:30.000,2021-07-27 10:17:10
13871,CCCV DChg,52,9,42,-0.00075086,0.00096355,0.0573,1:17:00.000,2021-07-27 10:17:40
13872,CCCV DChg,52,9,42,-0.00075080,0.00096981,0.0564,1:17:30.000,2021-07-27 10:18:10
13873,CCCV DChg,52,9,42,-0.00075080,0.00097607,0.0570,1:18:00.000,2021-07-27 10:18:40
13874,CCCV DChg,52,9,42,-0.00075080,0.00098232,0.0561,1:18:30.000,2021-07-27 10:19:10
13875,CCCV DChg,52,9,42,-0.00075086,0.00098858,0.0561,1:19:00.000,2021-07-27 10:19:40
13876,CCCV DChg,52,9,42,-0.00075086,0.00099484,0.0558,1:19:30.000,2021-07-27 10:20:10
13877,CCCV DChg,52,9,42,-0.00075080,0.00100110,0.0558,1:20:00.000,2021-07-27 10:20:40
13878,CCCV DChg,52,9,42,-0.00075080,0.00100735,0.0551,1:20:30.000,2021-07-27 10:21:10
13879,CCCV DChg,52,9,42,-0.00075074,0.00101361,0.0542,1:21:00.000,2021-07-27 10:21:40
13880,CCCV DChg,52,9,42,-0.00075086,0.00101987,0.0545,1:21:30.000,2021-07-27 10:22:10
13881,CCCV DChg,52,9,42,-0.00075080,0.00102612,0.0539,1:22:00.000,2021-07-27 10:22:40
13882,CCCV DChg,52,9,42,-0.00075080,0.00103238,0.0536,1:22:30.000,2021-07-27 10:23:10
13883,CCCV DChg,52,9,42,-0.00075080,0.00103864,0.0530,1:23:00.000,2021-07-27 10:23:40
13884,CCCV DChg,52,9,42,-0.00075080,0.00104489,0.0530,1:23:30.000,2021-07-27 10:24:10
13885,CCCV DChg,52,9,42,-0.00075080,0.00105115,0.0517,1:24:00.000,2021-07-27 10:24:40
13886,CCCV DChg,52,9,42,-0.00075080,0.00105741,0.0514,1:24:30.000,2021-07-27 10:25:10
13887,CCCV DChg,52,9,42,-0.00075086,0.00106366,0.0505,1:25:00.000,2021-07-27 10:25:40
13888,CCCV DChg,52,9,42,-0.00075080,0.00106992,0.0508,1:25:30.000,2021-07-27 10:26:10
13889,CCCV DChg,52,9,42,-0.00074491,0.00107617,0.0499,1:26:00.000,2021-07-27 10:26:40
13890,CCCV DChg,52,9,42,-0.00072364,0.00108228,0.0499,1:26:30.000,2021-07-27 10:27:10
13891,CCCV DChg,52,9,42,-0.00070572,0.00108824,0.0496,1:27:00.000,2021-07-27 10:27:40
13892,CCCV DChg,52,9,42,-0.00068843,0.00109405,0.0496,1:27:30.000,2021-07-27 10:28:10
13893,CCCV DChg,52,9,42,-0.00067156,0.00109971,0.0508,1:28:00.000,2021-07-27 10:28:40
13894,CCCV DChg,52,9,42,-0.00065494,0.00110524,0.0492,1:28:30.000,2021-07-27 10:29:10
13895,CCCV DChg,52,9,42,-0.00063795,0.00111062,0.0499,1:29:00.000,2021-07-27 10:29:40
13896,CCCV DChg,52,9,42,-0.00062171,0.00111587,0.0502,1:29:30.000,2021-07-27 10:30:10
13897,CCCV DChg,52,9,42,-0.00060590,0.00112099,0.0502,1:30:00.000,2021-07-27 10:30:40
13898,CCCV DChg,52,9,42,-0.00058953,0.00112597,0.0496,1:30:30.000,2021-07-27 10:31:10
13899,CCCV DChg,52,9,42,-0.00057403,0.00113082,0.0499,1:31:00.000,2021-07-27 10:31:40
13900,CCCV DChg,52,9,42,-0.00055927,0.00113554,0.0499,1:31:30.000,2021-07-27 10:32:10
13901,CCCV DChg,52,9,42,-0.00054439,0.00114014,0.0496,1:32:00.000,2021-07-27 10:32:40
